문장,대분류,중분류,소분류
도박에서 져서,부정,,
도살되다,부정,,
도살하다,부정,,
도와서 이루어지도록,긍정,,
도와주다,긍정,,
도외시하다,부정,,
도움,긍정,,
도움을 얻다,긍정,,
도움을 주는,긍정,,
도움이 되는,긍정,,
도움이 될 만한,긍정,,
도의심이 없다,부정,,
도의심이 없음,부정,,
도적질,부정,,
도중에 실패로,부정,,
독,부정,,
독 작용,부정,,
독감,부정,,
독보적,긍정,,
독사,부정,,
독살스러운,부정,,
독살스러운 데가,부정,,
독이,부정,,
독차지함,부정,,
독창적,긍정,,
독창적인,긍정,,
독특하다,긍정,,
독하거나,부정,,
독한,부정,,
독한 냄새,부정,,
돈을 빼앗기거나,부정,,
돈을 축냄,부정,,
돈이 많음,긍정,,
돋는다,긍정,,
돋보이다,긍정,,
돋우다,긍정,,
돌겠네,부정,,
돌과 같은 머리라는,부정,,
돌머리,부정,,
돌보지 아니하다,부정,,
돌보지 않음을,부정,,
돌봄이 없이,부정,,
돌아보아지지 않고,부정,,
돌아보지 아니하다,부정,,
돌아보지 아니함,부정,,
돕는 마음,긍정,,
돕다,긍정,,
동경하고,긍정,,
동기 부여하다,긍정,,
동기를 부여하다,긍정,,
동기부여하다,긍정,,
동의?어보감,긍정,,
동작이 거칠게,부정,,
동작이 느리고,부정,,
동통,부정,,
되거나,부정,,
되거나 맵짜다,부정,,
되는 서러운,부정,,
되는대로 마구,부정,,
되는대로 지껄이다,부정,,
되는대로 팽개치다,부정,,
되바라지게,부정,,
되바라지게 행동하는,부정,,
되바라지게 행동하다,부정,,
되어 무안하고,부정,,
되지 못하다,부정,,
되지 아니하거나,부정,,
되지 아니하면서,부정,,
되지 아니하여,부정,,
되지 않고,부정,,
되지 않아,부정,,
되지못한,부정,,
되지못한 소리로,부정,,
되지못한 희떠운,부정,,
되찾는,긍정,,
되찾는 일,긍정,,
되풀이되어 물리거나,부정,,
됨됨이가 뛰어나고,긍정,,
됨됨이가 원숙하여,긍정,,
두근거리다,긍정,,
두드러지게 뛰어나다,긍정,,
두드러지다,긍정,,
두드러진 보람,긍정,,
두려운,부정,,
두려운 마음을,부정,,
두려운 마음이,부정,,
두려운 인물이,부정,,
두려움,부정,,
두려움 따위를,부정,,
두려움으로,부정,,
두려움을,부정,,
두려움을 주는,부정,,
두려움이나,부정,,
두려워,부정,,
두려워서,부정,,
두려워서 몸을,부정,,
두려워하는,부정,,
두려워하는 병,부정,,
두려워하다,부정,,
두려워하여,부정,,
두려워하여 경계하는,부정,,
두려워하지 아니하다,긍정,,
두려워하지 아니함,긍정,,
두려워함,부정,,
두렵거나,부정,,
두렵거나 무서워,부정,,
두렵거나 싫어서,부정,,
두렵거나 춥거나,부정,,
두렵거나 흥분,부정,,
두렵고,부정,,
두렵고 무서움,부정,,
두렵다,부정,,
두창을,부정,,
두창을 앓을,부정,,
두터운 덕이라는,긍정,,
두터운 혜택이나,긍정,,
두텁다,긍정,,
두통,부정,,
두통이나,부정,,
둔하게,부정,,
둔하고,부정,,
둔하고 미련한,부정,,
둔하다,부정,,
둔한,부정,,
둔한 데가,부정,,
뒤가 무지근한,부정,,
뒤끓다,부정,,
뒤떨어져,부정,,
뒤떨어지거나,부정,,
뒤떨어지거나 모자라다,부정,,
뒤떨어지거나 못하다,부정,,
뒤로 물러나다,부정,,
뒤바뀌어 지다,부정,,
뒤바뀌어 짐,부정,,
뒤섞거나,부정,,
뒤섞거나 뒤얽히게,부정,,
뒤섞여 너저분하다,부정,,
뒤섞이거나 뒤얽혀,부정,,
뒤숭숭하게,부정,,
뒤숭숭하다,부정,,
뒤숭숭한,부정,,
뒤숭숭한 느낌,부정,,
뒤숭숭한 시기,부정,,
뒤숭숭함,부정,,
뒤얽혀,부정,,
뒤얽히게,부정,,
뒤얽히게 하다,부정,,
뒤엉키어,부정,,
뒤에 처지다,부정,,
뒤져 있다,부정,,
뒤지어 훔치다,부정,,
뒤척거리다,부정,,
뒤틀리다,부정,,
뒤틀리어서,부정,,
뒷거래하다,부정,,
드높은,긍정,,
드높은 모양,긍정,,
드러나는 멋,긍정,,
드러내어 뽐낼,긍정,,
드러내어 탓하다,부정,,
드문드문 벗어진,부정,,
드센,부정,,
득템,긍정,,
든든하고,긍정,,
든든하고 굳세다,긍정,,
든든하고 튼튼하다,긍정,,
든든하다,긍정,,
든든하지 못해서,부정,,
든든히,긍정,,
든든히 의지할,긍정,,
듣기 거북하게,부정,,
듣기 거북한,부정,,
듣기 싫게,부정,,
듣기 싫도록,부정,,
듣기 싫은,부정,,
듣기 좋게,긍정,,
듣기 좋은,긍정,,
듣기 좋을,긍정,,
듣기에 상쾌하다,긍정,,
듣보잡,부정,,
들기 좋을,긍정,,
들끓다,부정,,
들떠서 건들거리고,부정,,
들떠서 두근거리다,긍정,,
들뜬,긍정,,
들뜬 상태에,긍정,,
들먹이며 우쭐하다,긍정,,
들먹이며 우쭐해하다,긍정,,
들볶거나,부정,,
들볶거나 번거롭게,부정,,
들볶다,부정,,
들어 앓는,부정,,
들어맞다,긍정,,
들어오지 못하게,부정,,
들지 아니하거나,부정,,
들지 아니하여,부정,,
들추어내어 일러바치다,부정,,
듯이 날뛰다,긍정,,
듯이 날뜀,긍정,,
등급이 낮은,부정,,
등급이 떨어지고,부정,,
등뼈가 굽어,부정,,
등지게 되다,부정,,
따가운,부정,,
따가운 느낌,부정,,
따가운 느낌이,부정,,
따가울,부정,,
따가울 정도로,부정,,
따금대다,부정,,
따끔거리는,부정,,
따끔거리는 느낌이,부정,,
따끔따끔히,부정,,
따끔하게,부정,,
따끔하게 내리는,부정,,
따끔하게 울리다,부정,,
따끔히,부정,,
따돌리거나 멀리함,부정,,
따돌림을,부정,,
따돌림을 당하거나,부정,,
따돌림을 당하여,부정,,
따뜻이,긍정,,
따뜻이 어루만져,긍정,,
따뜻하게,긍정,,
따뜻하고,긍정,,
따뜻하고 포근한,긍정,,
따뜻하다,긍정,,
따뜻하며,긍정,,
따뜻하여,긍정,,
따뜻하여 편안하다,긍정,,
따뜻하여 편안한,긍정,,
따뜻하지 않다는,부정,,
따뜻한,긍정,,
따뜻한 느낌,긍정,,
따뜻한 보호,긍정,,
따르지 못하거나,부정,,
따르지 않고,부정,,
따름,긍정,,
따분하고,부정,,
따스함이 있게,긍정,,
따스함이 있다,긍정,,
따위가 급하고,부정,,
따위가 기쁘고,긍정,,
따위가 덧나다,부정,,
따위가 상서롭다,긍정,,
따위가 성가시고,부정,,
따위가 술렁거리어,부정,,
따위가 왕성하다,긍정,,
따위가 흐뭇하고,긍정,,
따위를 아프고,부정,,
따지고,부정,,
따지고 들다,부정,,
따지며,부정,,
따지며 싸우다,부정,,
딱 알맞다,긍정,,
딱딱대다,부정,,
딱딱한 말씨로,부정,,
딱하거나,부정,,
딱하게,부정,,
딱하게 되어,부정,,
딱하게 여기다,부정,,
딱하고,부정,,
딱하고 불쌍하게,부정,,
딱하다,부정,,
딱하여,부정,,
딱한,부정,,
딱한 사정에,부정,,
딱한 일을,부정,,
딱한 형편을,부정,,
딱한 형편이,부정,,
딱함,부정,,
딴전을,부정,,
딴전을 부림을,부정,,
딸바보,긍정,,
때가,부정,,
때가 끼어서,부정,,
때가 늦음,부정,,
때가 찌들어서,부정,,
때나,부정,,
때려,부정,,
때려 죽여서,부정,,
때려서,부정,,
때려서 상처를,부정,,
때를 없애다,긍정,,
때를 없앰,긍정,,
때리는,부정,,
때리는 일,부정,,
때리는 일을,부정,,
때림을,부정,,
때림을 이르는,부정,,
떠넘기려고,부정,,
떠넘기려고 하다,부정,,
떠드는,부정,,
떠드는 모양,부정,,
떠들거나,부정,,
떠들다,부정,,
떠들며,부정,,
떠들썩대다,부정,,
떠들썩하게,중립,,
떠들썩하다,부정,,
떠들어,부정,,
떠들어 대는,부정,,
떠들어 대다,부정,,
떠들어서,부정,,
떠벌리다,부정,,
떡실신,부정,,
떨구다,부정,,
떨다,부정,,
떨림,부정,,
떨며,부정,,
떨며 조심하다,부정,,
떨며 조심함,부정,,
떨어져 나가다,부정,,
떨어지는 증상,부정,,
떨어지다,부정,,
떨어트리다,부정,,
떪,부정,,
떳떳하게,긍정,,
떳떳하고,긍정,,
떳떳하고 올바르게,긍정,,
떳떳하고 올바르다,긍정,,
떳떳하다,긍정,,
떳떳하지 못하거나,부정,,
떳떳하지 못하게,부정,,
떳떳하지 못하다,부정,,
떳떳하지 못하여,부정,,
떳떳하지 못한,부정,,
떳떳한,긍정,,
떳떳한 도리를,긍정,,
떳떳한 모습이나,긍정,,
떼를 쓰며,부정,,
또는 순수하게,긍정,,
또는 슬프게,부정,,
또는 즐겁고,긍정,,
또라이,부정,,
또랑또랑하여,긍정,,
또렷또렷,긍정,,
또렷또렷하다,긍정,,
또렷또렷한,긍정,,
또렷이,긍정,,
또렷하게 하다,긍정,,
또렷하다,긍정,,
또렷하지 못하고,부정,,
또렷하지 아니하고,부정,,
또렷한,긍정,,
또렷한 상태로,긍정,,
또박또박하게,긍정,,
또박또박하게 하는,긍정,,
또박또박하게 하다,긍정,,
똑똑하고,긍정,,
똑똑하고 뚜렷하게,긍정,,
똑똑하고 뚜렷하다,긍정,,
똑똑하고 영리하게,긍정,,
똑똑하다,긍정,,
똑똑하지 못하고,부정,,
똑똑하지 못하다,부정,,
똑똑하지 못하여,부정,,
똑똑하지 못한,부정,,
똑똑하지 않은,부정,,
똑똑한,긍정,,
똑똑한 모양,긍정,,
똑바르다,긍정,,
똘똘하지 못하고,부정,,
똘똘히,긍정,,
똥꼬충,부정,,
똥똥하게,부정,,
똥똥한,부정,,
똥똥한 모양,부정,,
뚜렷하게,긍정,,
뚜렷하고,긍정,,
뚜렷하고 크다,긍정,,
뚜렷하다,긍정,,
뚜렷하여,긍정,,
뚜렷하지 아니하다,부정,,
뚜렷하지 않은,부정,,
뚝둑하고,부정,,
뚫고 지나가다,긍정,,
뚫어트리다,긍정,,
뚱뚱하다,부정,,
뚱뚱한,부정,,
뚱뚱한 사람,부정,,
뛰어나,긍정,,
뛰어나 유명한,긍정,,
뛰어나 존경받는,긍정,,
뛰어나거나,긍정,,
뛰어나게,긍정,,
뛰어나게 세다,긍정,,
뛰어나게 훌륭한,긍정,,
뛰어나고,긍정,,
뛰어나고 특이하다,긍정,,
뛰어나고 훌륭하게,긍정,,
뛰어나고 훌륭하다,긍정,,
뛰어나고 훌륭한,긍정,,
뛰어나다,긍정,,
뛰어나다는,긍정,,
뛰어나다는 뜻에서,긍정,,
뛰어난,긍정,,
뛰어난 것,긍정,,
뛰어난 견해,긍정,,
뛰어난 경지에,긍정,,
뛰어난 대가,긍정,,
뛰어난 덕,긍정,,
뛰어난 명장,긍정,,
뛰어난 모양,긍정,,
뛰어난 문채로,긍정,,
뛰어난 미인,긍정,,
뛰어난 사람,긍정,,
뛰어난 사람으로,긍정,,
뛰어난 성질,긍정,,
뛰어난 슬기나,긍정,,
뛰어난 역량을,긍정,,
뛰어난 영웅,긍정,,
뛰어난 예능을,긍정,,
뛰어난 자연의,긍정,,
뛰어난 재능,긍정,,
뛰어난 재능과,긍정,,
뛰어난 재주,긍정,,
뛰어난 재주나,긍정,,
뛰어난 지혜,긍정,,
뛰어난 진리,긍정,,
뛰어난 풍채와,긍정,,
뛰어남,긍정,,
뛰어넘다,긍정,,
뜨겁다,중립,,
뜨끔거리는,부정,,
뜨끔거리는 느낌이,부정,,
뜨끔뜨끔히,부정,,
뜨끔하게,부정,,
뜨끔하게 울리는,부정,,
뜨뜻하고,긍정,,
뜻깊은,긍정,,
뜻깊은 일이나,긍정,,
뜻대로 되지 아니하거나,부정,,
뜻대로 되지 아니하여,부정,,
뜻대로 되지 않아,부정,,
뜻대로 안 되거나,부정,,
뜻밖의 변이나,부정,,
뜻밖의 사고가,부정,,
뜻밖의 사고를,부정,,
뜻으로 두려워서,부정,,
뜻을 굽히다,부정,,
뜻을 이루거나,긍정,,
뜻이 강하다,중립,,
뜻이 맞지 아니하여,부정,,
뜻이 있거나,긍정,,
뜻하지 아니하게,부정,,
뜻하지 아니한,부정,,
뜻한 바를 굽히지 않고 밀고 나아가는 힘이 있다,긍정,,
띠꾸,부정,,
로맨티시즘,긍정,,
루머,부정,,
리즈시절,긍정,,
ㅁㅊ,부정,,
마구 가두거나,부정,,
마구 내버리거나,부정,,
마구 다그치다,부정,,
마구 들볶다,부정,,
마구 때림을,부정,,
마구 떠들거나,부정,,
마구 떠들어,부정,,
마구 쓰는 모양,부정,,
마구 쓰다,부정,,
마구 죄어들거나,부정,,
마구 주저앉거나,부정,,
마구 죽이는,부정,,
마구 죽이는 일,부정,,
마구 죽임을,부정,,
마구 지껄이는,부정,,
마구 쳐부수는,부정,,
마구 헐뜯는,부정,,
마구 헝클어지거나,부정,,
마구 화풀이를,부정,,
마는 둥,중립,,
마땅치 않은,부정,,
마땅하고,긍정,,
마땅하고 떳떳한,긍정,,
마땅하고 좋게,긍정,,
마땅하지 않은,부정,,
마르거나 시들어서,부정,,
마맛자국이,부정,,
마비,부정,,
마비 따위의,부정,,
마비되거나,부정,,
마비되고 저리거나,부정,,
마비되는,부정,,
마비되는 병증,부정,,
마비에서,부정,,
마스터피스,긍정,,
마약,부정,,
마음대로,중립,,
마음대로 정치를,부정,,
마음대로 처리함을,부정,,
마음대로 하다,중립,,
마음대로 함을,부정,,
마음대로 행동함,부정,,
마음속에 간직하다,긍정,,
마음속이 답답하여,부정,,
마음씨가 곱고,긍정,,
마음씨가 맑고,긍정,,
마음에 간직하다,긍정,,
마음에 걸려,부정,,
마음에 걸리는,부정,,
마음에 걸리는 일이,부정,,
마음에 걸리다,부정,,
마음에 걸리어,부정,,
마음에 근심이,부정,,
마음에 내키지 않게,부정,,
마음에 들,긍정,,
마음에 들다,긍정,,
마음에 들어,긍정,,
마음에 들지 아니하다,부정,,
마음에 들지 아니하여,부정,,
마음에 들지 아니하여서,부정,,
마음에 들지 않거나,부정,,
마음에 들지 않다,부정,,
마음에 들지 않아,부정,,
마음에 멍이 들거나,부정,,
마음에 모자라,부정,,
마음에 못마땅하거나,부정,,
마음에 못마땅하여,부정,,
마음에 못마땅할,부정,,
마음에 미안하게,부정,,
마음에 미안하고,부정,,
마음에 미안하다,부정,,
마음에 미안함,부정,,
마음에 안 들거나,부정,,
마음에 언짢고,부정,,
마음에 언짢아서,부정,,
마음에 없는 말로,부정,,
마음에 없는 일을,부정,,
마음에 여유가 있다,긍정,,
마음에 자리자리한,부정,,
마음에 차지 아니하고,부정,,
마음에 차지 아니하여,부정,,
마음에 차지 아니하여서,부정,,
마음에 차지 않거나,부정,,
마음에 차지 않아,부정,,
마음에 흐뭇하거나,긍정,,
마음에 흐뭇하고,긍정,,
마음에 흐뭇하여,긍정,,
마음에 흡족하여,긍정,,
마음으로 근심함,부정,,
마음으로 좀스럽게,부정,,
마음을 가라앉히고,긍정,,
마음을 계속 졸이는,부정,,
마음을 계속 졸이다,부정,,
마음을 깨끗이,긍정,,
마음을 놓을 수 없게,부정,,
마음을 놓지 못하고,부정,,
마음을 받아들이다,긍정,,
마음을 베풀거나,긍정,,
마음을 상하게,부정,,
마음을 써서,긍정,,
마음을 조임,부정,,
마음을 졸이는,부정,,
마음을 졸이다,부정,,
마음을 졸이며,부정,,
마음을 졸임,부정,,
마음을 털어놓고,긍정,,
마음을 편안하고,긍정,,
마음을 편히,긍정,,
마음을 홀리는,긍정,,
마음의 괴로움과,부정,,
마음의 병을,부정,,
마음이 가볍고,긍정,,
마음이 간절하다,긍정,,
마음이 거북하다,부정,,
마음이 괴로운,부정,,
마음이 괴롭고,부정,,
마음이 구슬퍼질,부정,,
마음이 놓이지 않아,부정,,
마음이 답답하고,부정,,
마음이 들뜬,긍정,,
마음이 맑게,긍정,,
마음이 맞고,긍정,,
마음이 맞지 아니하여,부정,,
마음이 몹시 상함,부정,,
마음이 무거워지다,부정,,
마음이 무겁거나,부정,,
마음이 불안하거나,부정,,
마음이 불안하게,부정,,
마음이 불안하다,부정,,
마음이 불안한,부정,,
마음이 불편하고,부정,,
마음이 불편하여,부정,,
마음이 사늘한,부정,,
마음이 상하게,부정,,
마음이 상하다,부정,,
마음이 상함,부정,,
마음이 생기다,긍정,,
마음이 서로 맞지 않아,부정,,
마음이 서운하거나,부정,,
마음이 설레다,긍정,,
마음이 슬프다,부정,,
마음이 신령하다,긍정,,
마음이 신령하여,긍정,,
마음이 쓰리고,부정,,
마음이 아프고,부정,,
마음이 아프다,부정,,
마음이 아픈,부정,,
마음이 아플,부정,,
마음이 안 놓여,부정,,
마음이 안타깝거나,부정,,
마음이 안타깝게,부정,,
마음이 언짢게,부정,,
마음이 언짢고,부정,,
마음이 언짢아서,부정,,
마음이 언짢아지다,부정,,
마음이 우울하게,부정,,
마음이 움직이다,긍정,,
마음이 움직임,긍정,,
마음이 조급하여,부정,,
마음이 좁고,부정,,
마음이 좁아,부정,,
마음이 즐겁고,긍정,,
마음이 지치어,부정,,
마음이 진정되어,긍정,,
마음이 참되고,긍정,,
마음이 초조하고,부정,,
마음이 초조하고 불안하다,부정,,
마음이 초조한,부정,,
마음이 초초하고,부정,,
마음이 크다,긍정,,
마음이 텅 비어,부정,,
마음이 텅 빈것같이,부정,,
마음이 편안하게,긍정,,
마음이 편안하다,긍정,,
마음이 편안하지 못하다,부정,,
마음이 평온하다,긍정,,
마음이 평온히,긍정,,
마음이 풀리어,긍정,,
마음이 한가하게,긍정,,
마음이 한가하다,긍정,,
마음이 허전하거나,부정,,
마음이 후련하게,긍정,,
마음이 후련하고,긍정,,
마음이 후련하다,긍정,,
마음이 흐뭇하고,긍정,,
마음이 흡족하게,긍정,,
